MRKTTAG,PRDCTAG,SALESUNITS,SALESUNITS.OLD,SALESUNITS192OZEQUCASEBASIS,SALESUNITS192OZEQUCASEBASIS,AVERAGERETAILPRICE,pcACV,TOTALBASELINEUNITS,TOTALBASELINEdollars,NOPROMOPRICE,ANYFEATUREpcACV,ANYDISPLAYpcACV,ANYFETandDSPpcACV,ANYFETWODSPpcACV,ANYDSPWOFETpcACV,PRICEDECRUNITS,PRICEDECRPRICE,PRICEDECRpcACV,ANYFTDISCUMpcAC,WeekendingDate,WeekNumber
MRKT2,PRDT2,71.36363636,7065,2487,12749,1.8,99,7018,12965,1.8,0,61,0,0,61,0,0,0,0,20151024,42
MRKT2,PRDT2,72.95959596,7223,2543,12724,1.76,99,6683,12317,0,59,66,44,14,21,1457,1.75,19,44,20151031,43
MRKT2,PRDT2,74.70707071,7396,2604,11094,1.5,99,7938,14662,0,99,62,62,38,0,0,0,0,62,20151107,44
MRKT2,PRDT2,77.70707071,7693,2709,11540,1.5,99,7792,14395,0,0,66,0,0,66,2588,1.5,34,0,20151114,45
MRKT2,PRDT2,77.88888889,7711,2715,11563,1.5,99,7685,14148,0,99,51,51,48,0,0,0,0,51,20151121,46
MRKT2,PRDT2,127.1111111,12584,4431,18873,1.5,99,7518,13811,0,28,47,9,19,38,4629,1.5,33,9,20151128,47
MRKT2,PRDT2,79.06,7906,2784,11859,1.5,100,7621,13903,0,0,55,0,0,55,3307,1.5,45,0,20151205,48
MRKT2,PRDT2,72.68,7268,2559,10902,1.5,100,7437,13477,0,100,57,57,43,0,0,0,0,57,20151212,49
MRKT2,PRDT2,76.86,7686,2706,11529,1.5,100,7853,13896,0,100,58,58,42,0,0,0,0,58,20151219,50
MRKT2,PRDT2,112.27,11227,3953,16841,1.5,100,7478,11217,0,100,37,37,63,0,0,0,0,37,20151226,51
MRKT2,PRDT2,94.28,9428,3319,14142,1.5,100,7738,11607,0,100,43,43,57,0,0,0,0,43,20160102,52
MRKT2,PRDT2,93.17,9317,3280,13976,1.5,100,7608,11412,0,100,61,61,39,0,0,0,0,61,20160109,1
MRKT2,PRDT2,82.33,8233,2899,12350,1.5,100,6887,10331,1.5,0,52,0,0,52,0,0,0,0,20160116,2
MRKT2,PRDT2,79.71,7971,2806,11957,1.5,100,7948,11923,1.5,0,40,0,0,40,0,0,0,0,20160123,3
MRKT2,PRDT2,86.3,8630,3038,12684,1.47,100,7328,11035,1.51,0,44,0,0,44,2405,1.38,25,0,20160130,4
MRKT2,PRDT2,101,10100,3556,12935,1.28,100,7283,11251,1.54,25,50,10,15,39,0,0,0,10,20160206,5
MRKT2,PRDT2,78.36,7836,2759,11752,1.5,100,7551,11334,1.5,0,37,0,0,37,0,0,0,0,20160213,6
MRKT2,PRDT2,73.8,7380,2598,11070,1.5,100,7211,10817,1.5,0,32,0,0,32,0,0,0,0,20160220,7
MRKT2,PRDT2,91.57,9157,3224,12431,1.36,100,7143,10773,0,0,41,0,0,41,5737,1.34,59,0,20160227,8
MRKT2,PRDT2,208.32,20832,7335,21626,1.04,100,6868,10350,0,100,69,69,31,0,0,0,0,69,20160305,9
MRKT2,PRDT2,66.09,6609,2327,11847,1.79,100,6982,10477,1.79,0,53,0,0,53,0,0,0,0,20160312,10
MRKT2,PRDT2,67.68,6768,2383,12150,1.8,100,6832,12223,1.79,0,46,0,0,46,0,0,0,0,20160319,11
MRKT2,PRDT2,64.24,6424,2262,11508,1.79,100,6967,12525,1.79,0,36,0,0,36,0,0,0,0,20160326,12
MRKT2,PRDT2,72.07,7207,2537,12936,1.79,100,6599,11900,1.79,25,36,5,20,31,0,0,0,5,20160402,13
MRKT2,PRDT2,62.88,6288,2214,11265,1.79,100,6308,11523,1.79,0,46,0,0,46,0,0,0,0,20160409,14
MRKT2,PRDT2,64.02,6402,2254,11466,1.79,100,7106,12832,1.8,0,46,0,0,46,0,0,0,0,20160416,15
MRKT2,PRDT2,60.7,6070,2137,10867,1.79,100,7158,13041,0,100,42,42,58,0,0,0,0,42,20160423,16
MRKT2,PRDT2,70.73,7073,2490,11153,1.58,100,7504,13419,1.69,0,50,0,0,50,3154,1.58,46,0,20160430,17
MRKT2,PRDT2,159.41,15941,5613,16671,1.05,100,6710,12143,0,100,79,79,21,0,0,0,0,79,20160507,18
MRKT2,PRDT2,71.15,7115,2505,12700,1.78,100,6444,11699,1.78,0,37,0,0,37,0,0,0,0,20160514,19
MRKT2,PRDT2,64.08,6408,2256,11427,1.78,100,6431,11610,1.78,0,33,0,0,33,0,0,0,0,20160521,20
MRKT2,PRDT2,58.61,5861,2064,10466,1.79,100,6221,11278,1.79,23,26,14,9,13,263,1.76,5,14,20160528,21
MRKT2,PRDT2,68.06,6806,2396,12162,1.79,100,6368,11472,1.78,0,39,0,0,39,0,0,0,0,20160604,22
MRKT2,PRDT2,76.77,7677,2703,11767,1.53,100,6830,12555,0,0,32,0,0,32,5025,1.52,68,0,20160611,23
MRKT2,PRDT2,184.88,18488,6509,19245,1.04,100,6634,12034,0,100,59,59,41,0,0,0,0,59,20160618,24
MRKT2,PRDT2,80.96,8096,2850,12570,1.55,100,7492,13386,0,0,57,0,0,57,3012,1.54,43,0,20160625,25
MRKT2,PRDT2,183.68,18368,6467,19049,1.04,100,7505,13503,0,100,37,37,63,0,0,0,0,37,20160702,26
MRKT2,PRDT2,71.97,7197,2534,12849,1.79,100,6432,11557,1.79,0,48,0,0,48,0,0,0,0,20160709,27
MRKT2,PRDT2,58.3,5830,2053,10369,1.78,100,6897,12414,1.78,0,54,0,0,54,0,0,0,0,20160716,28
MRKT2,PRDT2,60.74,6074,2139,10813,1.78,100,5381,9732,1.77,0,28,0,0,28,0,0,0,0,20160723,29
MRKT2,PRDT2,57.2,5720,2014,10217,1.79,100,6118,11010,1.77,23,37,4,19,33,0,0,0,4,20160730,30
MRKT2,PRDT2,56.74,5674,1998,10123,1.78,100,5764,10382,1.78,0,50,0,0,50,0,0,0,0,20160806,31
MRKT2,PRDT2,75.45,7545,2656,11664,1.55,100,5694,10384,1.78,0,24,0,0,24,5706,1.51,70,0,20160813,32
MRKT2,PRDT2,183.79,18379,6471,19164,1.04,100,4880,8852,0,100,53,53,47,0,0,0,0,53,20160820,33
MRKT2,PRDT2,58.2,5820,2049,10368,1.78,100,6033,10844,1.77,0,49,0,0,49,0,0,0,0,20160827,34
MRKT2,PRDT2,52.74,5274,1857,9515,1.8,100,5814,10431,1.8,0,28,0,0,28,0,0,0,0,20160903,35
MRKT2,PRDT2,291.79,29179,10273,29534,1.01,100,5545,10103,0,100,43,43,57,0,0,0,0,43,20160910,36
MRKT2,PRDT2,60.43,6043,2128,10790,1.79,100,6006,10888,1.79,0,33,0,0,33,396,1.73,8,0,20160917,37
MRKT2,PRDT2,72.22,7222,2543,12177,1.69,100,5449,10193,0,100,24,24,76,0,0,0,0,24,20160924,38
MRKT2,PRDT2,92.14,9214,3244,13210,1.43,100,5197,9937,1.88,23,51,23,0,28,0,0,0,23,20161001,39
MRKT2,PRDT2,60.48,6048,2129,10783,1.78,100,5861,10758,1.78,0,25,0,0,25,347,1.75,8,0,20161008,40
MRKT2,PRDT2,60.8,6080,2141,10843,1.78,100,5825,10579,0,100,29,29,71,0,0,0,0,29,20161015,41
MRKT2,PRDT2,60,6000,2112,10760,1.79,100,5615,10224,1.79,0,5,0,0,5,171,1.77,6,0,20161022,42
MRKT2,PRDT2,87.03,8703,3064,13890,1.6,100,5704,10249,0,0,73,0,0,73,2877,1.59,27,0,20161029,43
MRKT2,PRDT2,176.7,17670,6221,18677,1.06,100,5746,10457,0,100,100,100,0,0,0,0,0,100,20161105,44
MRKT2,PRDT2,61.13,6113,2152,11037,1.81,100,6321,11477,1.81,0,36,0,0,36,163,1.78,6,0,20161112,45
MRKT2,PRDT2,71.9,7190,2531,11514,1.6,100,5808,10598,0,0,26,0,0,26,5374,1.62,74,0,20161119,46
MRKT2,PRDT2,254.07,25407,8945,25846,1.02,100,6273,11283,0,100,55,55,45,0,0,0,0,55,20161126,47
MRKT2,PRDT2,78.71,7871,2771,12701,1.61,100,6211,11063,1.65,0,61,0,0,61,2119,1.66,21,0,20161203,48
MRKT2,PRDT2,61.8,6180,2176,11164,1.81,100,6105,10827,1.8,0,46,0,0,46,0,0,0,0,20161210,49
MRKT2,PRDT2,62.91,6291,2215,11351,1.8,100,7293,13334,1.8,0,27,0,0,27,0,0,0,0,20161217,50
MRKT2,PRDT2,77.02,7702,2712,13842,1.8,100,7885,14332,1.79,21,27,0,21,27,0,0,0,0,20161224,51
MRKT2,PRDT2,100.27,10027,3530,18114,1.81,100,7186,13033,1.81,0,17,0,0,17,0,0,0,0,20161231,52
MRKT2,PRDT2,215.77,21577,7597,21901,1.02,100,8165,15204,0,100,35,35,65,0,0,0,0,35,20170107,1
MRKT2,PRDT2,72.31,7231,2546,13095,1.81,100,7327,13501,1.82,0,13,0,0,13,351,1.76,6,0,20170114,2
MRKT2,PRDT2,62.75,6275,2209,11358,1.81,100,7519,13937,0,100,19,19,81,0,0,0,0,19,20170121,3
MRKT2,PRDT2,56.88,5688,2003,10286,1.81,100,8270,15341,1.83,0,22,0,0,22,1030,1.75,18,0,20170128,4
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131109,44
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131116,45
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131123,46
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131130,47
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131207,48
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131214,49
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131221,50
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131228,51
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140104,52
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140111,1
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140118,2
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140125,3
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140201,4
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140208,5
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140215,6
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140222,7
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140301,8
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140308,9
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140315,10
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140322,11
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140329,12
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140405,13
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140412,14
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140419,15
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140426,16
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140503,17
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140510,18
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140517,19
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140524,20
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140531,21
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140607,22
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140614,23
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140621,24
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140628,25
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140705,26
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140712,27
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140719,28
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140726,29
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140802,30
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140809,31
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140816,32
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140823,33
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140830,34
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140906,35
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140913,36
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140920,37
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140927,38
MRKT3,PRDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20141004,39
MRKT3,PRDT1,148.85,14885,11164,55732,3.74,100,13132,51842,3.96,0,0,0,0,0,6420,3.46,44,0,20141011,40
MRKT3,PRDT1,142.68,14268,10701,54544,3.82,100,13365,53419,3.88,0,12,0,0,12,2048,3.64,17,0,20141018,41
MRKT3,PRDT1,132.42,13242,9932,51034,3.85,100,13534,52417,3.86,0,12,0,0,12,0,0,0,0,20141025,42
MRKT3,PRDT1,135.33,13533,10150,51981,3.84,100,12942,50507,3.93,0,0,0,0,0,2915,3.51,20,0,20141101,43
MRKT3,PRDT1,118.54,11854,8891,46793,3.95,100,12165,49106,4.02,0,0,0,0,0,2278,3.65,19,0,20141108,44
MRKT3,PRDT1,109.11,10911,8183,43414,3.98,100,10776,44447,4.2,0,0,0,0,0,4948,3.71,42,0,20141115,45
MRKT3,PRDT1,133.3232323,13199,9899,48991,3.71,99,11960,49539,4.18,0,0,0,0,0,11168,3.63,82,0,20141122,46
MRKT3,PRDT1,153.9494949,15241,11431,57583,3.78,99,11784,49006,4.19,0,0,0,0,0,9079,3.5,52,0,20141129,47
MRKT3,PRDT1,119.71,11971,8978,46635,3.9,100,11649,49322,4.26,0,0,0,0,0,6710,3.61,52,0,20141206,48
MRKT3,PRDT1,133.57,13357,10018,52250,3.91,100,11855,50418,4.27,0,0,0,0,0,9003,3.74,62,0,20141213,49
MRKT3,PRDT1,163.72,16372,12279,61439,3.75,100,11323,47983,4.26,0,0,0,0,0,12538,3.6,72,0,20141220,50
MRKT3,PRDT1,172.08,17208,12906,65947,3.83,100,12512,52682,4.25,0,0,0,0,0,13529,3.72,75,0,20141227,51
MRKT3,PRDT1,131.67,13167,9875,52639,4,100,11772,47756,4.06,0,15,0,0,15,3142,3.93,20,0,20150103,52
MRKT3,PRDT1,118.76,11876,8907,47338,3.99,100,13170,53713,4.01,0,0,0,0,0,604,3.6,7,0,20150110,1
MRKT3,PRDT1,134.4,13440,10080,52773,3.93,100,11582,47133,4.02,0,0,0,0,0,4138,3.71,27,0,20150117,2
MRKT3,PRDT1,167.69,16769,12577,59474,3.55,100,12791,51810,3.79,0,0,0,0,0,14132,3.5,88,0,20150124,3
MRKT3,PRDT1,124.75,12475,9356,46959,3.76,100,11782,47323,4.01,0,0,0,0,0,8356,3.64,67,0,20150131,4
MRKT3,PRDT1,127.02,12702,9527,49246,3.88,100,12139,49657,4.13,0,20,0,0,20,7879,3.78,59,0,20150207,5
MRKT3,PRDT1,124.54,12454,9341,49523,3.98,100,12029,50097,4.16,0,0,0,0,0,4770,3.67,34,0,20150214,6
MRKT3,PRDT1,128.7,12870,9653,50155,3.9,100,11938,48940,3.98,0,0,0,0,0,3297,3.65,28,0,20150221,7
MRKT3,PRDT1,121.84,12184,9138,49794,4.09,100,12136,48987,4.1,0,0,0,0,0,443,3.72,7,0,20150228,8
MRKT3,PRDT1,130.46,13046,9785,51740,3.97,100,12443,52043,4.18,0,0,0,0,0,6910,3.78,45,0,20150307,9
MRKT3,PRDT1,132.6,13260,9945,51587,3.89,100,11401,48558,4.27,0,0,0,0,0,7766,3.62,52,0,20150314,10
MRKT3,PRDT1,195.91,19591,14693,71157,3.63,100,13821,56711,3.77,0,62,0,0,62,7230,3.62,33,0,20150321,11
MRKT3,PRDT1,361.21,36121,27091,117413,3.25,100,13514,53682,3.33,0,68,0,0,68,9013,3.29,31,0,20150328,12
MRKT3,PRDT1,376.08,37608,28206,122605,3.26,100,14434,57284,3.34,0,77,0,0,77,7458,3.16,22,0,20150404,13
MRKT3,PRDT1,388.96,38896,29172,126665,3.26,100,13660,54960,3.32,0,84,0,0,84,5692,3.29,15,0,20150411,14
MRKT3,PRDT1,302.43,30243,22682,102731,3.4,100,13037,52412,3.44,0,68,0,0,68,8413,3.45,31,0,20150418,15
MRKT3,PRDT1,135.83,13583,10187,55282,4.07,100,13185,51539,4.16,0,8,0,0,8,1278,3.6,9,0,20150425,16
MRKT3,PRDT1,141.39,14139,10604,56275,3.98,100,13503,55381,4.1,0,0,0,0,0,5329,3.79,29,0,20150502,17
MRKT3,PRDT1,133.67,13367,10025,54491,4.08,100,14392,59743,4.1,0,0,0,0,0,1220,3.89,12,0,20150509,18
MRKT3,PRDT1,144.92,14492,10869,56499,3.9,100,12616,52389,4.11,0,0,0,0,0,8506,3.75,57,0,20150516,19
MRKT3,PRDT1,179.38,17938,13454,63471,3.54,100,12524,52201,4.15,0,0,0,0,0,16009,3.46,85,0,20150523,20
MRKT3,PRDT1,139.65,13965,10474,51665,3.7,100,12408,52560,4.31,0,0,0,0,0,12507,3.63,85,0,20150530,21
MRKT3,PRDT1,125.05,12505,9379,49439,3.95,100,12886,53371,4.11,0,0,0,0,0,4645,3.69,38,0,20150606,22
MRKT3,PRDT1,358.56,35856,26892,112210,3.13,100,14124,58152,3.07,0,55,0,0,55,15477,3.16,44,0,20150613,23
MRKT3,PRDT1,575.03,57503,43127,172269,3,100,14101,56998,3,0,72,0,0,72,13014,2.99,27,0,20150620,24
MRKT3,PRDT1,575.65,57565,43174,171641,2.98,100,15057,60537,3,0,89,0,0,89,7679,2.95,10,0,20150627,25
MRKT3,PRDT1,638.02,63802,47852,187131,2.93,100,15178,59798,3,0,77,0,0,77,15006,2.91,22,0,20150704,26
MRKT3,PRDT1,311.81,31181,23386,100224,3.21,100,14278,56184,3.43,0,57,0,0,57,10735,3.26,42,0,20150711,27
MRKT3,PRDT1,140.72,14072,10554,56409,4.01,100,13701,55897,4.14,0,21,0,0,21,2956,3.42,10,0,20150718,28
MRKT3,PRDT1,131.58,13158,9869,53624,4.08,100,12711,52288,4.06,0,0,0,0,0,2078,4.14,13,0,20150725,29
MRKT3,PRDT1,125.5,12550,9413,51622,4.11,100,14546,60246,4.09,0,10,0,0,10,0,0,0,0,20150801,30
MRKT3,PRDT1,137.35,13735,10301,55970,4.08,100,12791,54099,4.06,0,0,0,0,0,1780,4.17,17,0,20150808,31
MRKT3,PRDT1,410.96,41096,30822,128021,3.12,100,14721,61288,3.17,0,36,0,0,36,25104,3.13,63,0,20150815,32
MRKT3,PRDT1,567.88,56788,42591,169693,2.99,100,15328,62487,3,0,63,0,0,63,17596,2.99,36,0,20150822,33
MRKT3,PRDT1,536.29,53629,40222,160300,2.99,100,15462,63530,3,0,65,0,0,65,15468,3.03,34,0,20150829,34
MRKT3,PRDT1,565.34,56534,42401,168248,2.98,100,15919,64922,3,0,86,0,0,86,6775,2.97,13,0,20150905,35
MRKT3,PRDT1,472.14,47214,35411,146521,3.1,100,16502,66961,3.16,0,56,0,0,56,19956,3.13,43,0,20150912,36
MRKT3,PRDT1,159.18,15918,11939,65353,4.11,100,13868,59178,4.38,0,11,0,0,11,3535,3.49,15,0,20150919,37
MRKT3,PRDT1,154.7,15470,11603,63942,4.13,100,14140,57856,4.13,0,0,0,0,0,1070,4.17,9,0,20150926,38
MRKT3,PRDT1,150.06,15006,11255,61046,4.07,100,15682,64909,4.08,0,0,0,0,0,3918,4.04,20,0,20151003,39
MRKT3,PRDT1,143.18,14318,10739,58923,4.12,100,15034,62531,4.09,0,10,0,0,10,0,0,0,0,20151010,40
MRKT3,PRDT1,155,15500,11625,61573,3.97,100,12785,55648,4.37,0,10,0,0,10,8800,3.7,48,0,20151017,41
MRKT3,PRDT1,148.73,14873,11155,60448,4.06,100,13684,57478,4.03,0,10,0,0,10,3486,4.08,23,0,20151024,42
MRKT3,PRDT1,147.58,14758,11069,58574,3.97,100,14115,59429,4.23,0,0,0,0,0,10167,3.85,68,0,20151031,43
MRKT3,PRDT1,124.02,12402,9302,51428,4.15,100,12630,54662,4.37,0,0,0,0,0,5147,3.84,36,0,20151107,44
MRKT3,PRDT1,127.72,12772,9579,51568,4.04,100,11343,48832,4.2,0,0,0,0,0,5848,3.85,37,0,20151114,45
MRKT3,PRDT1,143.48,14348,10761,54852,3.82,100,12661,55071,4.29,0,0,0,0,0,12169,3.74,81,0,20151121,46
MRKT3,PRDT1,176.79,17679,13259,69645,3.94,100,11614,51270,4.41,0,10,0,0,10,13337,3.78,66,0,20151128,47
MRKT3,PRDT1,116.29,11629,8722,46938,4.04,100,13203,57632,4.37,0,10,0,0,10,5568,3.66,41,0,20151205,48
MRKT3,PRDT1,131.18,13118,9839,53234,4.06,100,11154,48537,4.33,0,10,0,0,10,7889,3.86,56,0,20151212,49
MRKT3,PRDT1,167.53,16753,12565,63654,3.8,100,12536,53848,4.27,0,10,0,0,10,12878,3.65,69,0,20151219,50
MRKT3,PRDT1,179.52,17952,13464,70055,3.9,100,13018,56165,4.37,0,0,0,0,0,14800,3.8,76,0,20151226,51
MRKT3,PRDT1,145.43,14543,10907,58056,3.99,100,12136,50139,4.06,0,0,0,0,0,6147,3.89,40,0,20160102,52
MRKT3,PRDT1,109.69,10969,8227,44835,4.09,100,12515,49990,4.05,0,10,0,0,10,0,0,0,0,20160109,1
MRKT3,PRDT1,121.72,12172,9129,50482,4.15,100,11287,47881,4.37,0,0,0,0,0,4274,3.74,27,0,20160116,2
MRKT3,PRDT1,120.07,12007,9005,50388,4.2,100,12551,52811,4.23,0,8,0,0,8,0,0,0,0,20160123,3
MRKT3,PRDT1,110.3636364,10926,8195,44344,4.06,99,12378,52016,4.07,0,10,0,0,10,1177,3.86,13,0,20160130,4
MRKT3,PRDT1,138.4040404,13702,10277,53017,3.87,99,11855,51172,4.5,0,0,0,0,0,12387,3.8,84,0,20160206,5
MRKT3,PRDT1,143.8989899,14246,10685,55477,3.89,99,11676,49148,4.01,0,0,0,0,0,10045,3.85,68,0,20160213,6
MRKT3,PRDT1,119.55,11955,8966,49501,4.14,100,11258,47173,4.14,0,0,0,0,0,1891,4.14,15,0,20160220,7
MRKT3,PRDT1,115.25,11525,8644,48432,4.2,100,11383,48943,4.39,0,11,0,0,11,3977,3.86,29,0,20160227,8
MRKT3,PRDT1,120.72,12072,9054,49656,4.11,100,12023,51676,4.18,0,11,0,0,11,4253,3.95,31,0,20160305,9
MRKT3,PRDT1,128.57,12857,9643,52020,4.05,100,11839,51010,4.33,0,11,0,0,11,7303,3.83,48,0,20160312,10
MRKT3,PRDT1,133.36,13336,10002,52791,3.96,100,11468,49186,4.21,0,0,0,0,0,8122,3.79,54,0,20160319,11
MRKT3,PRDT1,158.67,15867,11900,58967,3.72,100,11047,48102,4.43,0,30,0,0,30,9923,3.6,55,0,20160326,12
MRKT3,PRDT1,129.51,12951,9713,50710,3.92,100,10834,47864,4.53,0,8,0,0,8,9255,3.81,65,0,20160402,13
MRKT3,PRDT1,121.81,12181,9136,49281,4.05,100,11550,49297,4.18,0,0,0,0,0,8300,3.98,65,0,20160409,14
MRKT3,PRDT1,123.39,12339,9254,49676,4.03,100,11410,48651,4.38,0,0,0,0,0,7408,3.79,44,0,20160416,15
MRKT3,PRDT1,119.79,11979,8984,49938,4.17,100,11252,47641,4.17,0,0,0,0,0,0,0,0,0,20160423,16
MRKT3,PRDT1,115.31,11531,8648,47831,4.15,100,12243,50315,4.14,0,0,0,0,0,868,4.31,4,0,20160430,17
MRKT3,PRDT1,120.85,12085,9064,49144,4.07,100,11719,49631,4.24,0,0,0,0,0,5914,3.89,35,0,20160507,18
MRKT3,PRDT1,117.31,11731,8798,47661,4.06,100,9852,43773,4.51,0,0,0,0,0,6363,3.69,39,0,20160514,19
MRKT3,PRDT1,150.7,15070,11303,54323,3.6,100,12114,50413,3.87,0,0,0,0,0,14933,3.6,99,0,20160521,20
MRKT3,PRDT1,144.29,14429,10822,53423,3.7,100,11074,47861,4.13,0,0,0,0,0,14289,3.7,99,0,20160528,21
MRKT3,PRDT1,143.77,14377,10783,53948,3.75,100,10171,43874,4.36,0,0,0,0,0,10759,3.55,70,0,20160604,22
MRKT3,PRDT1,102.74,10274,7706,42384,4.13,100,12040,50380,4.13,0,0,0,0,0,0,0,0,0,20160611,23
MRKT3,PRDT1,107.24,10724,8043,44891,4.19,100,10713,47619,4.61,0,8,0,0,8,6182,3.87,53,0,20160618,24
MRKT3,PRDT1,133.88,13388,10041,51518,3.85,100,11372,47590,4.15,0,0,0,0,0,6774,3.55,46,0,20160625,25
MRKT3,PRDT1,156.12,15612,11709,57466,3.68,100,10258,44411,4.49,0,9,0,0,9,13240,3.56,79,0,20160702,26
MRKT3,PRDT1,153.53,15353,11515,58135,3.79,100,10468,45118,4.38,0,9,0,0,9,11735,3.61,69,0,20160709,27
MRKT3,PRDT1,115.21,11521,8641,46514,4.04,100,10903,46675,4.37,0,8,0,0,8,5452,3.65,39,0,20160716,28
MRKT3,PRDT1,139.99,13999,10499,55131,3.94,100,11385,47494,4.06,0,8,0,0,8,4276,3.62,23,0,20160723,29
MRKT3,PRDT1,135.73,13573,10180,52470,3.87,100,13212,54391,3.94,95,9,9,86,0,0,0,0,9,20160730,30
MRKT3,PRDT1,170.3,17030,12773,57766,3.39,100,23242,97247,3.41,95,0,0,95,0,1081,3.45,4,0,20160806,31
MRKT3,PRDT1,287.11,28711,21533,93616,3.26,100,20393,84461,3.31,95,50,50,45,0,1541,3.27,4,50,20160813,32
MRKT3,PRDT1,300.59,30059,22544,99254,3.3,100,22344,92033,3.31,0,63,0,0,63,10462,3.31,36,0,20160820,33
MRKT3,PRDT1,313.82,31382,23537,102204,3.26,100,22158,90800,3.33,0,77,0,0,77,6931,3.19,22,0,20160827,34
MRKT3,PRDT1,339.24,33924,25443,109415,3.23,100,17982,73957,3.31,0,64,0,0,64,9197,3.29,35,0,20160903,35
